aoi,aoi_kind,scene,scene_date,zone,lat,lng,ndvi,ndwi,ferric_ratio,clay_ratio,albedo,lst_c,elevation_m,tpi_m,slope_deg,workings_frac,label
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C05,21.980822,80.441829,0.408,-0.498,1.701,1.417,0.078,39.6,605,-3.4,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C06,21.980822,80.444735,0.317,-0.432,1.724,1.324,0.11,40.2,604,-5.6,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C07,21.980822,80.447641,0.241,-0.377,1.763,1.286,0.118,42.0,611,0.0,1.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C08,21.980822,80.450547,0.23,-0.366,1.692,1.294,0.13,42.8,614,1.5,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C09,21.980822,80.453453,0.287,-0.395,1.678,1.301,0.111,40.8,615,-0.2,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C10,21.980822,80.456359,0.444,-0.492,1.551,1.434,0.077,38.8,615,-2.6,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C11,21.980822,80.459265,0.373,-0.46,1.683,1.358,0.092,39.7,619,-2.6,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C12,21.980822,80.462171,0.278,-0.404,1.699,1.218,0.097,42.8,620,-5.8,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C13,21.980822,80.465076,0.251,-0.367,1.639,1.197,0.097,43.3,626,-4.8,1.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C14,21.980822,80.467982,0.262,-0.375,1.644,1.239,0.097,42.2,631,-5.8,2.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C15,21.980822,80.470888,0.368,-0.494,1.835,1.42,0.079,40.8,649,6.9,3.0,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R03C16,21.980822,80.473794,0.366,-0.483,1.779,1.441,0.08,41.7,660,14.4,1.2,0.188,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C01,21.978127,80.430206,0.434,-0.501,1.478,1.472,0.057,38.1,598,-4.7,1.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C02,21.978127,80.433112,0.386,-0.509,1.726,1.477,0.067,41.3,606,2.5,1.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C03,21.978127,80.436018,0.365,-0.478,1.728,1.395,0.085,41.3,598,-6.7,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C04,21.978127,80.438924,0.385,-0.487,1.679,1.42,0.072,39.4,607,1.2,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C05,21.978127,80.441829,0.361,-0.488,1.781,1.393,0.082,40.1,606,-1.0,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C06,21.978127,80.444735,0.413,-0.493,1.646,1.426,0.077,38.7,606,-2.6,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C07,21.978127,80.447641,0.357,-0.457,1.661,1.4,0.088,38.0,609,-1.2,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C08,21.978127,80.450547,0.379,-0.467,1.603,1.414,0.091,39.7,610,-2.4,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C09,21.978127,80.453453,0.5,-0.531,1.465,1.503,0.068,37.4,612,-3.6,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C10,21.978127,80.456359,0.325,-0.422,1.599,1.325,0.098,40.6,616,-2.8,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C11,21.978127,80.459265,0.287,-0.414,1.774,1.281,0.104,41.4,619,-5.0,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C12,21.978127,80.462171,0.291,-0.419,1.787,1.273,0.105,41.9,623,-6.2,1.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C13,21.978127,80.465076,0.332,-0.441,1.679,1.323,0.089,42.6,628,-6.2,2.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C14,21.978127,80.467982,0.381,-0.462,1.558,1.336,0.068,40.8,633,-6.0,3.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C15,21.978127,80.470888,0.384,-0.458,1.507,1.376,0.065,41.8,652,9.2,2.1,0.188,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R04C16,21.978127,80.473794,0.331,-0.406,1.461,1.36,0.067,41.8,654,9.2,1.5,0.688,1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C01,21.975432,80.430206,0.448,-0.512,1.541,1.488,0.064,37.4,601,-0.8,0.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C02,21.975432,80.433112,0.43,-0.521,1.675,1.467,0.066,39.0,600,-2.6,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C03,21.975432,80.436018,0.397,-0.495,1.712,1.422,0.077,39.3,603,-0.6,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C04,21.975432,80.438924,0.431,-0.508,1.637,1.46,0.073,38.1,604,-0.8,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C05,21.975432,80.441829,0.372,-0.486,1.759,1.408,0.082,39.8,608,1.7,0.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C06,21.975432,80.444735,0.365,-0.471,1.714,1.38,0.086,39.3,604,-4.2,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C07,21.975432,80.447641,0.375,-0.462,1.606,1.369,0.088,39.2,608,-1.8,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C08,21.975432,80.450547,0.406,-0.475,1.571,1.404,0.082,39.1,609,-3.2,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C09,21.975432,80.453453,0.327,-0.415,1.593,1.329,0.097,39.5,612,-3.8,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C10,21.975432,80.456359,0.376,-0.45,1.563,1.383,0.085,39.4,615,-4.6,1.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C11,21.975432,80.459265,0.352,-0.476,1.786,1.386,0.086,41.6,621,-4.0,2.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C12,21.975432,80.462171,0.35,-0.48,1.863,1.366,0.091,41.1,629,-1.2,3.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C13,21.975432,80.465076,0.422,-0.528,1.754,1.526,0.074,40.2,655,20.6,3.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C14,21.975432,80.467982,0.411,-0.513,1.703,1.503,0.062,39.3,658,20.4,1.8,0.188,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C15,21.975432,80.470888,0.383,-0.443,1.46,1.36,0.055,39.7,642,2.1,2.2,0.5,1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R05C16,21.975432,80.473794,0.38,-0.443,1.445,1.362,0.066,40.7,644,3.4,2.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C01,21.972737,80.430206,0.381,-0.482,1.731,1.417,0.084,39.3,596,-4.0,0.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C02,21.972737,80.433112,0.419,-0.511,1.649,1.491,0.069,38.8,598,-3.0,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C03,21.972737,80.436018,0.385,-0.489,1.744,1.443,0.077,38.8,601,-1.3,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C04,21.972737,80.438924,0.475,-0.523,1.547,1.493,0.071,37.4,606,2.1,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C05,21.972737,80.441829,0.49,-0.535,1.577,1.508,0.066,37.0,607,1.3,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C06,21.972737,80.444735,0.385,-0.468,1.638,1.373,0.092,39.0,613,5.0,1.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C07,21.972737,80.447641,0.349,-0.437,1.629,1.321,0.097,39.6,617,7.2,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C08,21.972737,80.450547,0.433,-0.487,1.487,1.437,0.083,38.7,610,-2.3,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C09,21.972737,80.453453,0.329,-0.423,1.593,1.325,0.096,40.1,611,-4.7,1.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C10,21.972737,80.456359,0.424,-0.49,1.522,1.484,0.07,39.6,628,8.5,2.4,0.312,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C11,21.972737,80.459265,0.383,-0.477,1.639,1.413,0.066,40.1,636,11.4,2.0,0.562,1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C12,21.972737,80.462171,0.327,-0.433,1.658,1.331,0.079,41.9,646,16.8,1.6,0.625,1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C13,21.972737,80.465076,0.284,-0.411,1.743,1.283,0.081,42.0,653,20.9,2.8,0.25,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C14,21.972737,80.467982,0.39,-0.463,1.585,1.355,0.073,40.4,647,13.2,3.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C15,21.972737,80.470888,0.35,-0.431,1.584,1.285,0.081,41.4,634,-0.6,2.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R06C16,21.972737,80.473794,0.261,-0.374,1.646,1.196,0.102,42.4,628,-6.0,2.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C01,21.970042,80.430206,0.297,-0.415,1.711,1.334,0.116,41.0,602,1.4,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C02,21.970042,80.433112,0.417,-0.491,1.615,1.485,0.082,39.1,600,-1.1,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C03,21.970042,80.436018,0.458,-0.518,1.577,1.515,0.065,38.1,598,-4.2,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C04,21.970042,80.438924,0.518,-0.529,1.435,1.495,0.063,36.1,604,0.6,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C05,21.970042,80.441829,0.51,-0.533,1.462,1.487,0.063,36.7,607,1.7,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C06,21.970042,80.444735,0.459,-0.515,1.571,1.455,0.07,37.3,609,1.2,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C07,21.970042,80.447641,0.427,-0.48,1.508,1.41,0.082,38.5,611,0.3,1.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C08,21.970042,80.450547,0.169,-0.229,1.421,1.391,0.076,38.4,611,-2.1,0.6,0.375,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C09,21.970042,80.453453,0.38,-0.455,1.585,1.352,0.087,40.3,615,-1.5,1.1,0.688,1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C10,21.970042,80.456359,0.339,-0.441,1.718,1.301,0.087,40.5,620,0.0,2.0,0.375,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C11,21.970042,80.459265,0.386,-0.443,1.436,1.361,0.079,39.3,632,7.7,2.1,0.125,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C12,21.970042,80.462171,0.224,-0.356,1.708,1.164,0.117,42.3,632,4.7,2.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C13,21.970042,80.465076,0.226,-0.359,1.722,1.172,0.118,42.6,626,-3.0,3.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C14,21.970042,80.467982,0.232,-0.367,1.771,1.156,0.113,42.1,627,-2.4,2.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C15,21.970042,80.470888,0.312,-0.397,1.635,1.339,0.087,41.3,622,-7.2,1.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R07C16,21.970042,80.473794,0.272,-0.388,1.718,1.257,0.108,41.5,621,-6.5,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C01,21.967347,80.430206,0.236,-0.371,1.747,1.287,0.137,42.9,602,-0.1,0.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C02,21.967347,80.433112,0.334,-0.449,1.733,1.409,0.097,41.2,602,-0.4,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C03,21.967347,80.436018,0.379,-0.475,1.671,1.417,0.082,40.5,597,-6.2,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C04,21.967347,80.438924,0.463,-0.511,1.545,1.473,0.068,38.2,602,-2.2,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C05,21.967347,80.441829,0.455,-0.496,1.492,1.451,0.073,37.7,605,-0.8,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C06,21.967347,80.444735,0.462,-0.511,1.558,1.45,0.071,37.7,607,-0.9,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C07,21.967347,80.447641,0.254,-0.287,1.392,1.461,0.066,36.5,606,-5.4,0.9,0.312,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C08,21.967347,80.450547,0.53,-0.571,1.322,1.547,0.06,36.9,615,1.2,1.3,0.375,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C09,21.967347,80.453453,0.301,-0.394,1.536,1.237,0.1,40.8,618,1.2,1.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C10,21.967347,80.456359,0.253,-0.352,1.605,1.239,0.106,40.4,615,-4.6,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C11,21.967347,80.459265,0.236,-0.368,1.739,1.21,0.119,42.4,617,-4.8,1.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C12,21.967347,80.462171,0.242,-0.384,1.848,1.267,0.128,42.3,616,-6.6,1.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C13,21.967347,80.465076,0.217,-0.359,1.867,1.226,0.135,42.9,619,-4.4,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C14,21.967347,80.467982,0.245,-0.389,1.891,1.241,0.117,42.6,619,-4.1,1.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C15,21.967347,80.470888,0.301,-0.417,1.741,1.279,0.101,41.3,617,-5.5,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R08C16,21.967347,80.473794,0.298,-0.413,1.759,1.294,0.103,41.5,619,-2.6,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C01,21.964653,80.430206,0.259,-0.384,1.702,1.301,0.126,42.3,603,-1.1,0.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C02,21.964653,80.433112,0.269,-0.405,1.782,1.337,0.121,41.1,602,-2.2,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C03,21.964653,80.436018,0.342,-0.454,1.698,1.381,0.089,40.5,602,-3.0,2.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C04,21.964653,80.438924,0.38,-0.478,1.667,1.41,0.08,40.2,601,-4.4,0.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C05,21.964653,80.441829,0.418,-0.493,1.604,1.449,0.078,38.8,603,-3.1,0.2,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C06,21.964653,80.444735,0.402,-0.487,1.612,1.434,0.076,39.4,602,-5.8,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C07,21.964653,80.447641,0.516,-0.539,1.441,1.584,0.056,37.1,607,-4.4,1.6,0.062,-1
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C08,21.964653,80.450547,0.45,-0.518,1.55,1.478,0.065,39.5,618,5.3,2.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C09,21.964653,80.453453,0.345,-0.479,1.797,1.441,0.078,40.4,635,20.1,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C10,21.964653,80.456359,0.311,-0.426,1.733,1.308,0.104,40.0,612,-4.5,2.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C11,21.964653,80.459265,0.318,-0.428,1.647,1.29,0.093,41.5,614,-3.2,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C12,21.964653,80.462171,0.271,-0.392,1.723,1.297,0.117,41.3,613,-3.4,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C13,21.964653,80.465076,0.274,-0.4,1.835,1.256,0.112,42.6,618,0.9,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C14,21.964653,80.467982,0.266,-0.4,1.823,1.281,0.111,41.9,615,-2.5,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C15,21.964653,80.470888,0.327,-0.438,1.738,1.347,0.098,41.1,617,-0.9,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C16,21.964653,80.473794,0.275,-0.4,1.704,1.312,0.117,41.7,618,-0.1,0.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C01,21.961958,80.430206,0.232,-0.366,1.735,1.27,0.143,41.8,604,-3.6,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C02,21.961958,80.433112,0.35,-0.482,1.793,1.453,0.087,40.1,609,0.8,2.1,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C03,21.961958,80.436018,0.352,-0.514,1.922,1.452,0.074,41.9,622,13.4,0.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C04,21.961958,80.438924,0.265,-0.401,1.811,1.324,0.104,41.6,603,-5.4,1.9,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C05,21.961958,80.441829,0.341,-0.432,1.607,1.364,0.1,40.1,603,-4.8,1.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C06,21.961958,80.444735,0.35,-0.437,1.625,1.41,0.094,39.5,603,-5.2,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C07,21.961958,80.447641,0.476,-0.525,1.462,1.497,0.058,38.3,609,-1.6,1.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C08,21.961958,80.450547,0.274,-0.464,2.004,1.363,0.088,44.4,618,6.9,1.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C09,21.961958,80.453453,0.317,-0.492,1.979,1.39,0.087,42.6,625,12.4,2.0,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C10,21.961958,80.456359,0.336,-0.432,1.655,1.359,0.1,40.7,610,-3.6,1.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C11,21.961958,80.459265,0.307,-0.427,1.775,1.34,0.104,40.9,611,-2.9,0.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C12,21.961958,80.462171,0.264,-0.387,1.753,1.294,0.116,42.0,612,-0.8,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C13,21.961958,80.465076,0.267,-0.398,1.761,1.294,0.117,42.2,612,-1.8,0.6,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C14,21.961958,80.467982,0.246,-0.4,1.925,1.28,0.106,42.6,614,-0.8,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C15,21.961958,80.470888,0.293,-0.42,1.859,1.321,0.104,41.8,615,-0.8,0.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C16,21.961958,80.473794,0.242,-0.381,1.811,1.274,0.128,41.6,618,1.6,0.3,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C01,21.959263,80.430206,0.245,-0.379,1.751,1.266,0.122,41.6,605,-8.1,1.4,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C02,21.959263,80.433112,0.395,-0.496,1.657,1.472,0.069,39.7,614,0.6,1.5,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C03,21.959263,80.436018,0.279,-0.412,1.825,1.332,0.094,40.2,609,-4.0,0.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C04,21.959263,80.438924,0.356,-0.464,1.693,1.391,0.087,40.7,607,-4.7,2.7,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C05,21.959263,80.441829,0.376,-0.5,1.733,1.436,0.066,41.0,619,8.9,0.8,0.0,0
ukwa,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C06,21.959263,80.444735,0.333,-0.446,1.66,1.364,0.09,40.7,606,-3.0,0.9,0.0,0
